created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2023-01-31T01:10:07Z,1620227894319489e3,1620227894319489024,"Corrección. Actividades de Liga del 31 de enero al 5 de Febrero febrerohttps://conta.cc/3Hk2q7l
https://t.co/mVZzFI0COj https://t.co/h1V2Uohhuo","Corrección. Actividades de Liga del 31 de enero al 5 de Febrero febrerohttps://conta.cc/3Hk2q7l
https://t.co/mVZzFI0COj https://t.co/h1V2Uohhuo",FALSE,,"<a href=""https://www.constantcontact.com/"" rel=""nofollow"">Constant Contact - Social Posts</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,41,FALSE,NA,FALSE,NA,es,FALSE,NA,119,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-31T00:52:42Z,1620223511783514e3,1620223511783514112,"🔜 Próximo partido
🆚 #AucasLIGA
🏆 @SeriePacifico | #CopaDeCampeones

#VamosLIGA ⚪🔴 https://t.co/0O4sC9TXJP","🔜 Próximo partido
🆚 #AucasLIGA
🏆 @SeriePacifico | #CopaDeCampeones

#VamosLIGA ⚪🔴 https://t.co/0O4sC9TXJP",FALSE,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,22,169,FALSE,NA,FALSE,NA,es,FALSE,NA,81,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T23:03:04Z,1620195923971416e3,1620195923971416064,"#ElMejorLugarDelMundo en todo su esplendor. ¡Pintado de blanco 🤩!

¡A seguir todo el año así! ¡Juntos 💪!

#NocheBlancaAlMedioDíaLDU https://t.co/gZZA7tP5Ob","#ElMejorLugarDelMundo en todo su esplendor. ¡Pintado de blanco 🤩!

¡A seguir todo el año así! ¡Juntos 💪!

#NocheBlancaAlMedioDíaLDU https://t.co/gZZA7tP5Ob",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,41,382,FALSE,NA,FALSE,NA,es,FALSE,NA,131,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T22:41:02Z,1620190378988286e3,1620190378988285952,¡Así se reimaginó el partido de la #NocheBlancaAlMedioDíaLDU con Inteligencia Artificial gracias a @BancoPichincha! https://t.co/3LOebhsjax,¡Así se reimaginó el partido de la #NocheBlancaAlMedioDíaLDU con Inteligencia Artificial gracias a @BancoPichincha! https://t.co/3LOebhsjax,FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,13,77,FALSE,NA,FALSE,NA,es,FALSE,NA,115,NA,,1620188708623245300,1620188708623245312,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T02:00:18Z,1619878137831035e3,1619878137831034881,"Actividades de LIGA del 30 de enero al 5 de febrero 
 https://t.co/BuehDm2CLU https://t.co/kNiZKEqGhT","Actividades de LIGA del 30 de enero al 5 de febrero 
 https://t.co/BuehDm2CLU https://t.co/kNiZKEqGhT",FALSE,,"<a href=""https://www.constantcontact.com/"" rel=""nofollow"">Constant Contact - Social Posts</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,10,61,FALSE,NA,FALSE,NA,es,FALSE,NA,77,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-30T00:05:00Z,1619849122928038e3,1619849122928037888,¡Vamos Guerreros! ⚪️🔴 https://t.co/WNAIijuk08,¡Vamos Guerreros! ⚪️🔴 https://t.co/WNAIijuk08,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,5,111,FALSE,NA,FALSE,NA,es,FALSE,NA,21,NA,,1619841390858616800,1619841390858616833,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T21:57:31Z,1619817040453451800,1619817040453451777,Esta hinchada jamás los olvidará 🎶🥺🤍❤️ https://t.co/E2g9w17avd,Esta hinchada jamás los olvidará 🎶🥺🤍❤️ https://t.co/E2g9w17avd,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,57,768,FALSE,NA,FALSE,NA,es,FALSE,NA,38,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T20:32:26Z,1619795626883182600,1619795626883182592,"Postales del partido ante El Nacional. ⚪️🔴
#NocheBlancaAlMedioDiaLDU https://t.co/WDJ7eE6Bsl","Postales del partido ante El Nacional. ⚪️🔴
#NocheBlancaAlMedioDiaLDU https://t.co/WDJ7eE6Bsl",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,12,161,FALSE,NA,FALSE,NA,es,FALSE,NA,68,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T20:27:48Z,1.6197944619697439e+18,1619794461969743872,"Resultado final. 
#NocheBlancaAlMedioDiaLDU 
#LIGANacional 1x2 https://t.co/HKESSdsYkq","Resultado final. 
#NocheBlancaAlMedioDiaLDU 
#LIGANacional 1x2 https://t.co/HKESSdsYkq",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,47,772,FALSE,NA,FALSE,NA,pt,FALSE,NA,62,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T20:24:54Z,161979373256772e4,1619793732567719937,"92' Falta en contra de Renato Ibarra y tiro libre peligroso a favor de LIGA.
Así imagina la IA de @BancoPichincha el momento en el que los albos se preparan para el remate.

#LIGANacional 
#NocheBlancaAlMedioDiaLDU https://t.co/iLvZfYDuah","92' Falta en contra de Renato Ibarra y tiro libre peligroso a favor de LIGA.
Así imagina la IA de @BancoPichincha el momento en el que los albos se preparan para el remate.

#LIGANacional 
#NocheBlancaAlMedioDiaLDU https://t.co/iLvZfYDuah",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,62,FALSE,NA,FALSE,NA,es,FALSE,NA,214,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T20:13:32Z,1619790870424998e3,1619790870424997888,"81' Juan Luis Anangonó la controló bien pero el remate se va por arriba.

#LIGANacional
#NocheBlancaAlMedioDíaLDU https://t.co/LSQWSt2hV1","81' Juan Luis Anangonó la controló bien pero el remate se va por arriba.

#LIGANacional
#NocheBlancaAlMedioDíaLDU https://t.co/LSQWSt2hV1",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,4,56,FALSE,NA,FALSE,NA,es,FALSE,NA,113,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-01-29T20:09:06Z,1619789755126014e3,1619789755126013953,"74' Jugada individual de Renato Ibarra, se saca 2 defensas de encima y remata pero encuentra bien ubicado al arquero. Así lo reimaginó la IA de @BancoPichincha.

#LIGANacional 
#NocheBlancaAlMedioDiaLDU https://t.co/E6fqkk0xV3","74' Jugada individual de Renato Ibarra, se saca 2 defensas de encima y remata pero encuentra bien ubicado al arquero. Así lo reimaginó la IA de @BancoPichincha.

#LIGANacional 
#NocheBlancaAlMedioDiaLDU https://t.co/E6fqkk0xV3",FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,48,FALSE,NA,FALSE,NA,es,FALSE,NA,202,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
